id,lat,lng,YO,MO,DO,TIME,DETAIL
288,-122.419269081,37.759441421,2009,1,6,15,Parking_meter - Not_Offensive
289,-122.419423846,37.759338363,2009,1,6,15,Parking_meter - Not_Offensive
290,-122.41916740419,37.759106937657,2009,1,6,59,Building_commercial - Not_Offensive
291,-122.419158573775,37.75901469552,2009,1,6,15,Parking_meter - Not_Offensive
292,-122.419137969536,37.758799463876,2009,1,6,9,Building_commercial - Not_Offensive
293,-122.41931438,37.758248518,2009,1,6,9,Building_commercial - Not_Offensive
294,-122.419287924,37.757961071,2009,1,6,15,Parking_meter - Not_Offensive
295,-122.419278525,37.757865082,2009,1,6,9,Building_commercial - Not_Offensive
296,-122.419271244,37.757784166,2009,1,6,60,Building_commercial - Not_Offensive
297,-122.418973330971,37.757066194166,2009,1,6,3,Sidewalk_in_front_of_property - Not_Offensive
298,-122.41894774417,37.756799274422,2009,1,6,60,Building_commercial - Not_Offensive
299,-122.420201831899,37.760230276582,2009,1,6,18,Building_residential - Not_Offensive
300,-122.419861600013,37.760140657933,2009,1,6,2,Building_commercial - Not_Offensive
301,-122.419277445,37.756617996,2009,1,6,5,Pole - Not_Offensive
302,-122.419277445,37.756617996,2009,1,6,5,Pole - Not_Offensive
303,-122.418821159323,37.755480702891,2009,1,6,3,News_rack - Not_Offensive
304,-122.418811946749,37.75538473845,2009,1,6,17,News_rack - Not_Offensive
305,-122.418747688955,37.7554369160237,2009,1,6,88,Building_other - Not_Offensive
306,-122.418673985373,37.755393087254,2009,1,6,60,Building_commercial - Not_Offensive
307,-122.418673985373,37.755393087254,2009,1,6,6,Pole - Not_Offensive
308,-122.418747688955,37.7554369160237,2009,1,6,3,News_rack - Not_Offensive
309,-122.418454304,37.75609355,2009,1,6,15,Parking_meter - Not_Offensive
310,-122.418468848,37.756254833,2009,1,6,2,Pole - Not_Offensive
311,-122.418747688955,37.7554369160237,2009,1,7,21,Building_commercial - Offensive
312,-122.418911734562,37.757879242373,2009,1,7,1,Building_commercial - Post_Abatement_Inspection
313,-122.420601022002,37.760261087717,2009,1,8,62,Building_residential - Not_Offensive
314,-122.419433841594,37.761889671925,2009,1,8,56,Building_commercial - Offensive
315,-122.419760982097,37.755077048731,2009,1,8,20,Building_residential - Not_Offensive
